Table 1
Mortgage ,John/Holly,"$6,257.88"
utilties,NFTC (internet/tv,$682.46
,HYDRO acc 7908 (motel),"$1,573.03"
,HYDRO acc 7504 (house),$678.49
,KELLYS PROPANE,$846.92
,RELIANCE,$96.80
,BELL,$269.63
,BELL TOLL FREE,$33.27
,Clover,$33.90
,Lakevie cell phone,$60.00
,,
housekeeping,independent,$197.17
,national sanitisation,
,True North Hospitality,
,imperial coffee,$236.48
,sysco laudry detergent,
,sun linen bedding,
,shoppers drug mart,
,costco,
,,
Lakeview maintainence,BIG HANDS CONTRACT,$635.63
,Applicance - dryer/waher,
,country rose flower Hali,
,CANAN flowers,
,Flowers(oakville),
,hot tub sign,$469.18
,Wilson pool,
,Walkers Heating,
,Happy Trails  snow groom,
,Jim Winn phone line,
,tree cutting,"$1,130.00"
,Lawn mower purchase,
,Pest Control,$146.90
,weed control,
,SHAWN PLUMBER,
,webster grass cutting,
,canadian tire,$298.30
,Lowes,$427.50
,HOME HARDWARE,$132.30
,SHARP ELECTRIC,
,Timber Mart,$11.29
,HOME DEPOT,
,PUMP SHOP,$87.52
,,
TRUCK EXPENSE,TRUCK registeration,
,insurance,$138.00
,GAS HANSA,$88.40
,GAS HARSHA,
,GAS - JAG,
,,
,truck repair,$206.01
,407 ETR,$82.20
BOOKING ADMIN and  PMS,BOOKING.COM,$436.45
,EXPEDIA,$837.58
,cloudbeds,$374.40
GOOGLE,workspace,$17.63
PROPERTY LAKEVIEW,Property tax,"$2,481.48"
taxes,commercial,"$2,891.05"
WSIB,,
,insurance,"1,714.86"
,,
Other,costco,"$1,742.12"
,divine accountant corp,
,HR BLOCK,
,alqounquin outfitters,$430.34
,michaels,
,Printer INK,
,LCBO,$337.85
,Beer Store,$213.55
,boshkung brewery,
,AMAZON,
,VALUE VILLAGE,
,Drone photo,
,WOW deal store,
,DOLLAR STORE,
,DYSON alarm,$282.50
,john previous owner,
,SHAMROCK  SERVICES,
,hot tub kent hansen,$329.70
,LIQOUR LICENCE REG,
MARKETING,Haliburton curling club,
,country sign,
,chambers of commerce,
,Fire fighters AD,
,snow mobile association,$474.60
,snow county Advert,
,ARTS council highland,
,Huskies AD,
,Halibton echo,$870.10
TOTAL,,"$21,995.59"
