Table 1
Mortgage payments,John and holly,"6,257.88"
utilties,NFTC (internet/tv,$684.46
,HYDRO  DOME,
,HYDRO acc 7908 (motel),"$2,240.36"
,HYDRO acc 7504 (house),"$1,062.28"
,KELLYS PROPANE,1332.41
,RELIANCE,100.66
,BELL,$269.55
,BELL TOLL FREE,$14.88
,Lakeviewcell phone,$60.00
,,
housekeeping,independent clean prod,
,food land,
,national sanitisation,$838.34
,True North Hospitality,
,imperial coffee,
,sysco laudry detergent,
,,
Lakeview maintainence,BIG HANDS CONTRACT,
,Applicance - dryer/waher,
,snow blower repair,
,wilson pool,
,Happy Trils  snow groom,
,R W Renovations,"$8,086.20"
,hardwood giant,
,floor it wood flooring,"12,889.74"
,Hot Tub repair,
,Jim Winn phoe line,
,pest control,$146.90
,weed control,
,SHAWN PLUMBER,
,KELLY HATTON SNOW,"$1,681.44"
,webster grass cutting,
,HOME HARDWARE,"$1,230.30"
,tailors choice oakville,$292.33
,SHARP ELECTRIC,
,menu in room wood,
,emerson lumber,
,walkers heating,
,haliburton lanfill,$30.00
,TimberMart,$400.85
,HOME DEPOT,$158.08
,CANAN GARDENS,
,FRESHCO,
,country rose flowers,
,PUMP SHOP,$665.43
,,
TRUCK EXPENSE,TRUCK registeration,
,insurance,$138.00
,,
,GAS,$346.60
,majestic auto wash,
,Pearson parking,
,truck repair,
,407 ETR hansa/jag/harsha,$329.32
BOOKING ADMIN and  PMS,BOOKING.COM,$456.29
,EXPEDIA,$533.20
,cloudbeds,$374.40
,google workspace,$17.63
,CLOVER,$33.90
PROPERTY LAKEVIEW,Property tax,"2,405.02"
,Commercial taxes emptx,"$3,124.00"
,Commercial taxes GST,
,COMMERCIAL taxins,
,insurance - aligned,"1,714.86"
,Insurance MO ( Liabilty),
,WSIB,
Other,cheques - costco,
,divine accountant corp,
,multivisions,
,ETSY,$36.24
,hostpapa,
,michaels,
,rack cards,226
,apple,
,ACM Designs,
,IKEA,
,christina bucci - postcard,
,Glecoffs,
,shoppers drug mart,
,rexall pharmacy,
,tim hortons,
,highland pharmacy,
,roasty campfire,
,flat design,
,Dollarama,
,Thrift,
,hook line sinker,
,AMAZON,"$1,258.52"
,BEST BUY,
,embrioder -wendy,$292.33
,tim hortons,
,fire safety check report,
,fire starter quick wick,$75.00
,CANADIAN TIRE,54.81
,WALMART,
,abbey gardens - pizza,
,DYSON alarm,
,Barry Martin,
,SHAMROCK  SERVICES,
,LCBO,
,BEER STORE,
,LIQOUR LICENCE REG,
MARKETING,Haliburton curling club,
,chambers of commerce,
,Highlander,
,snow mobile association,
,firefighter ad,
,adenture haliburton,$200.00
,Studio Tour,150
,snow county Advert,
,ARTS council highland,282.5
,cottage country ad,
,highland summer festival,
,county sign,
,ATV ASSOCIATION,
,Halibton echo,$157.15
TOTAL,,"$44,389.98"
,,
