Table 1
Mortgage payments,John and holly,"6,257.88"
utilties,NFTC (internet/tv,$697.72
,HYDRO  DOME,$79.05
,HYDRO acc 7908 (motel),"$1,560.15"
,HYDRO acc 7504 (house),$609.15
,KELLYS PROPANE,$800.25
,RELIANCE,113.88
,BELL,$274.62
,BELL TOLL FREE,
,Lakeviewcell phone,$69.50
,,
housekeeping,independent clean prod,
,food land,
,national sanitisation,
,True North Hospitality,
,imperial coffee,
,sysco laudry detergent,
,,
Lakeview maintainence,BIG HANDS CONTRACT,
,Applicance - dryer/waher,
,snow blower repair,
,wilson pool,
,Happy Trils  snow groom,
,R W Renovations,
,hardwood giant,
,floor it wood flooring,
,Hot Tub repair,
,Jim Winn phoe line,
,pest control,$146.90
,weed control,
,SHAWN PLUMBER,
,KELLY HATTON SNOW,
,webster grass cutting,
,HOME HARDWARE,$424.01
,tailors choice oakville,
,SHARP ELECTRIC,
,menu in room wood,
,emerson lumber,
,walkers heating,
,haliburton lanfill,
,TimberMart,
,HOME DEPOT,
,CANAN GARDENS,
,FRESHCO,
,country rose flowers,
,PUMP SHOP,
,,
TRUCK EXPENSE,TRUCK registeration,
,insurance,
,,
,GAS,
,majestic auto wash,
,Pearson parking,
,truck repair,
,407 ETR hansa/jag/harsha,
BOOKING ADMIN and  PMS,BOOKING.COM,$909.47
,EXPEDIA,
,cloudbeds,$374.40
,google workspace,$35.26
,CLOVER,$33.90
PROPERTY LAKEVIEW,Property tax,"2,549.37"
,Commercial taxes emptx,"$3,830.88"
,Commercial taxes GST,"$12,000.00"
,COMMERCIAL taxins,"$4,000.00"
,insurance - aligned,"1,512.72"
,Insurance MO ( Liabilty),
,WSIB,
Other,cheques - costco,
,divine accountant corp,
,multivisions,
,ETSY,
,hostpapa,
,michaels,
,rack cards,
,apple,
,ACM Designs,
,IKEA,
,christina bucci - postcard,
,Glecoffs,
,shoppers drug mart,
,rexall pharmacy,
,tim hortons,
,highland pharmacy,
,roasty campfire,
,flat design,
,Dollarama,
,Thrift,
,hook line sinker,
,AMAZON,
,BEST BUY,$36.14
,embrioder -wendy,
,tim hortons,
,fire safety check report,
,fire starter quick wick,
,CANADIAN TIRE,
,WALMART,
,abbey gardens - pizza,
,DYSON alarm,
,Barry Martin,
,SHAMROCK  SERVICES,
,LCBO,
,BEER STORE,
,LIQOUR LICENCE REG,
MARKETING,Haliburton curling club,
,chambers of commerce,
,Highlander,
,snow mobile association,
,firefighter ad,$141.25
,adenture haliburton,
,Studio Tour,
,snow county Advert,
,ARTS council highland,
,cottage country ad,
,highland summer festival,
,county sign,
,ATV ASSOCIATION,
,Halibton echo,
TOTAL,,"$30,198.62"
,,
