Table 1
Mortgage ,John/Holly,"$6,257.88"
utilties,NFTC (internet/tv,$682.46
,HYDRO acc 7908 (motel),$987.54
,HYDRO acc 7504 (house),$802.25
,KELLYS PROPANE,
,RELIANCE,$96.80
,BELL,$537.19
,BELL TOLL FREE,$19.26
,Clover,$33.90
,Lakevie cell phone,$60.00
,,
housekeeping,independent,
,national sanitisation,
,True North Hospitality,
,imperial coffee,$246.48
,sysco laudry detergent,
,sun linen bedding,
,shoppers drug mart,
,costco,
,,
Lakeview maintainence,BIG HANDS CONTRACT,
,Applicance - dryer/waher,
,country rose flower Hali,
,CANAN flowers,
,Flowers(oakville),
,hot tub sign,
,Wilson pool,
,Walkers Heating,"$1,161.08"
,Happy Trails  snow groom,
,Jim Winn phone line,
,tree cutting,
,Lawn mower purchase,
,Pest Control,$146.90
,weed control,
,SHAWN PLUMBER,
,webster grass cutting,$324.88
,canadian tire,
,Lowes,
,HOME HARDWARE,$701.52
,SHARP ELECTRIC,
,Timber Mart,
,HOME DEPOT,
,PUMP SHOP,"$1,231.81"
,,
TRUCK EXPENSE,TRUCK registeration,
,insurance,$138.00
,GAS HANSA,$149.00
,GAS HARSHA,
,GAS - JAG,
,,
,truck repair,$318.90
,407 ETR,$70.56
BOOKING ADMIN and  PMS,BOOKING.COM,"$2,080.14"
,EXPEDIA,"$1,566.08"
,cloudbeds,$374.40
GOOGLE,workspace,
PROPERTY LAKEVIEW,Property tax,"$2,481.48"
taxes,commercial,"$3,566.76"
WSIB,,"$1,460.59"
,insurance,"1,714.86"
,,
Other,costco,
,divine accountant corp,
,HR BLOCK,
,alqounquin outfitters,
,michaels,
,Printer INK,
,LCBO,
,Beer Store,
,boshkung brewery,
,AMAZON,
,VALUE VILLAGE,
,Drone photo,
,WOW deal store,
,DOLLAR STORE,
,DYSON alarm,
,john previous owner,
,SHAMROCK  SERVICES,
,hot tub kent hansen,
,LIQOUR LICENCE REG,
MARKETING,Haliburton curling club,
,country sign,
,chambers of commerce,
,Fire fighters AD,
,snow mobile association,
,snow county Advert,
,ARTS council highland,
,Huskies AD,$333.35
,Halibton echo,
TOTAL,,"$21,286.19"
