Table 1
Mortgage payments,John and holly,"6,257.88"
utilties,NFTC (internet/tv,$697.42
,HYDRO  DOME,$291.86
,HYDRO acc 7908 (motel),"$1,880.42"
,HYDRO acc 7504 (house),$813.00
,KELLYS PROPANE MONITOR,
,KELLYS PROPANE,887.49
,KELLYS PROPANE- DOME,
,RELIANCE,139.08
,BELL,$282.39
,BELL TOLL FREE,
,Lakeviewcell phone,
,,
housekeeping,independent clean prod\grocery,$122.62
,food land,
,national sanitisation,
,True North Hospitality,
,imperial coffee,$181.19
,sysco laudry detergent,
,,
Maintainence,BIG HANDS CONTRACT,
,Applicance - dryer/waher,
,snow blower repair,
,wilson pool,
,Happy Trils  snow groom,
,R W Renovations,
,elstone property maint,$395.50
,hardwood giant,
,maple concrete sealant,
,floor it wood flooring,
,Hot Tub repair,
,Jim Winn phoe line,
,pest control,$146.90
,concrete pool level,
,weed control,
,AA property maintainence,
,SHAWN PLUMBER,
,KELLY HATTON SNOW,
,webster grass cutting,
,canadian appliance,
,HOME HARDWARE,$171.30
,tailors choice oakville,
,SHARP ELECTRIC,
,DR Handy man ( dave ),$613.49
,menu in room wood,
,emerson lumber,
,walkers heating,
,haliburton lanfill,
,TimberMart,
,HOME DEPOT,
,CANAN GARDENS,
,FRESHCO,
,county signs,
,country rose flowers,
,PUMP SHOP,$160.23
,,
TRUCK EXPENSE,TRUCK registeration,
,insurance,
,,
,GAS,
,majestic auto wash,
,Pearson parking,
,truck repair,$605.87
,407 ETR hansa/jag/harsha,$179.38
BOOKING ADMIN and  PMS,BOOKING.COM,$113.49
,EXPEDIA,$657.37
,cloudbeds,$374.40
,google workspace,$42.31
,CLOVER,$33.90
PROPERTY LAKEVIEW,Property tax,"2,549.37"
,Commercial taxes emptx,"3,273.78"
,Commercial taxes GST,"6,108.45"
,COMMERCIAL taxins,
,insurance - aligned,"$1,512.72"
,Insurance MO ( Liabilty),
,WSIB,
Other,cheques costco,
,costco,$983.07
,divine accountant corp,
,multivisions,$180.80
,ETSY,
,hostpapa,
,michaels,
,rack cards,
,apple,
,ACM Designs,
,DOntation ( places people,$551.00
,IKEA,
,christina bucci - postcard,
,Glecoffs,$53.49
,shoppers drug mart,
,rexall pharmacy,
,tim hortons,
,highland pharmacy,
,roasty campfire,
,flat design,
,Dollarama,
,Thrift,
,hook line sinker,
,AMAZON,$504.36
,BEST BUY,
,smartglass,
,tim hortons,
,fire safety check report,
,fire starter quick wick,
,CANADIAN TIRE,
,WALMART,
,STAPLES,
,abbey gardens - pizza,
,DYSON alarm,
,Barry Martin,
,SHAMROCK  SERVICES,
,LCBO,
,Hansa shares sold,
,BEER STORE,
,LIQOUR LICENCE REG,
MARKETING,Haliburton curling club,
,photography,
,chambers of commerce,
,Highlander,
,snow mobile association,
,firefighter ad,$169.50
,adenture haliburton,
,Studio Tour,
,snow county Advert,
,ARTS council highland,
,cottage country ad,
,highland summer festival,
,county sign,
,ATV ASSOCIATION,
,Halibton echo,
TOTAL,,"$30,934.03"
