Table 1
Mortgage payments,John and holly,"6,257.88"
utilties,NFTC (internet/tv,$684.26
,HYDRO  DOME,
,HYDRO acc 7908 (motel),"$1,241.80"
,HYDRO acc 7504 (house),$689.31
,KELLYS PROPANE,$458.77
,RELIANCE,100.66
,BELL,$269.55
,BELL TOLL FREE,$36.23
,Lakeviewcell phone,$60.00
,,
housekeeping,independent clean prod,
,food land,
,national sanitisation,"$1,264.36"
,True North Hospitality,
,imperial coffee,$241.93
,sysco laudry detergent,
,,
Lakeview maintainence,BIG HANDS CONTRACT,
,Applicance - dryer/waher,$158.20
,snow blower repair,
,wilson pool,$672.35
,Happy Trils  snow groom,
,R W Renovations,
,hardwood giant,
,floor it wood flooring,
,Hot Tub repair,
,Jim Winn phoe line,
,pest control,
,weed control,
,SHAWN PLUMBER,
,KELLY HATTON SNOW,
,webster grass cutting,
,HOME HARDWARE,$228.73
,tailors choice oakville,
,SHARP ELECTRIC,
,menu in room wood,
,emerson lumber,
,walkers heating,
,haliburton lanfill,
,TimberMart,
,HOME DEPOT,
,CANAN GARDENS,
,FRESHCO,
,country rose flowers,
,PUMP SHOP,$98.82
,,
TRUCK EXPENSE,TRUCK registeration,
,insurance,$138.00
,,
,GAS,$282.00
,majestic auto wash,
,Pearson parking,
,truck repair,$336.74
,407 ETR hansa/jag/harsha,$139.46
BOOKING ADMIN and  PMS,BOOKING.COM,
,EXPEDIA,$462.43
,cloudbeds,$374.40
,google workspace,$17.63
,CLOVER,$33.90
PROPERTY LAKEVIEW,Property tax,"2,405.02"
,Commercial taxes emptx,"$3,120.12"
,Commercial taxes GST,
,COMMERCIAL taxins,
,insurance - aligned,"1,714.86"
,Insurance MO ( Liabilty),
,WSIB,
Other,cheques - costco,
,divine accountant corp,"$2,246.00"
,multivisions,
,ETSY,
,hostpapa,
,michaels,
,rack cards,
,apple,
,ACM Designs,
,IKEA,
,christina bucci - postcard,
,Glecoffs,
,shoppers drug mart,$88.00
,rexall pharmacy,
,tim hortons,
,highland pharmacy,
,roasty campfire,
,flat design,
,Dollarama,
,Thrift,
,hook line sinker,$137.21
,AMAZON,
,BEST BUY,
,embrioder -wendy,
,tim hortons,
,fire safety check report,
,fire starter quick wick,
,CANADIAN TIRE,$338.99
,WALMART,
,abbey gardens - pizza,$300.00
,DYSON alarm,
,Barry Martin,
,SHAMROCK  SERVICES,
,LCBO,
,BEER STORE,
,LIQOUR LICENCE REG,$600.00
MARKETING,Haliburton curling club,
,chambers of commerce,
,Highlander,
,snow mobile association,
,firefighter ad,
,adenture haliburton,
,Studio Tour,
,snow county Advert,
,ARTS council highland,
,cottage country ad,
,highland summer festival,
,county sign,
,ATV ASSOCIATION,
,Halibton echo,$282.50
TOTAL,,"$19,222.23"
,,
