Table 1
Mortgage payments,John and holly,"6,257.88"
utilties,NFTC (internet/tv,$697.42
,HYDRO  DOME,$392.91
,HYDRO acc 7908 (motel),"$2,364.34"
,HYDRO acc 7504 (house),$882.92
,KELLYS PROPANE MONITOR,
,KELLYS PROPANE,848.75
,KELLYS PROPANE- DOME,
,RELIANCE,139.08
,BELL,$286.33
,BELL TOLL FREE,
,Lakeviewcell phone,
,,
housekeeping,independent clean prod\grocery,
,food land,
,national sanitisation,$812.83
,True North Hospitality,
,imperial coffee,
,sysco laudry detergent,
,,
Maintainence,BIG HANDS CONTRACT,$339.00
,Applicance - dryer/waher,
,snow blower repair,
,wilson pool,
,Happy Trils  snow groom,
,R W Renovations,
,elstone property maint,
,hardwood giant,
,maple concrete sealant,
,floor it wood flooring,
,Hot Tub repair,
,Jim Winn phoe line,
,pest control,$146.90
,concrete pool level,
,weed control,
,AA property maintainence,$293.80
,SHAWN PLUMBER,
,KELLY HATTON SNOW,542.40
,webster grass cutting,
,canadian appliance,
,HOME HARDWARE,$624.83
,tailors choice oakville,
,SHARP ELECTRIC,
,DR Handy man ( dave ),
,menu in room wood,
,emerson lumber,
,walkers heating,
,haliburton lanfill,
,TimberMart,
,HOME DEPOT,"$1,044.17"
,CANAN GARDENS,
,FRESHCO,
,county signs,
,country rose flowers,
,PUMP SHOP,$46.90
,,
TRUCK EXPENSE,TRUCK registeration,
,insurance,
,,
,GAS,$100.01
,majestic auto wash,
,Pearson parking,
,truck repair,
,407 ETR hansa/jag/harsha,
BOOKING ADMIN and  PMS,BOOKING.COM,$481.80
,EXPEDIA,$466.43
,cloudbeds,$374.40
,google workspace,$38.89
,CLOVER,$33.90
PROPERTY LAKEVIEW,Property tax,"2,549.37"
,Commercial taxes emptx,"3,385.37"
,Commercial taxes GST,
,COMMERCIAL taxins,
,insurance - aligned,"1,512.72"
,Insurance MO ( Liabilty),
,WSIB,
Other,cheques costco,
,costco,
,divine accountant corp,
,multivisions,
,ETSY,
,hostpapa,
,michaels,
,rack cards,$149.99
,apple,
,ACM Designs,
,DOntation ( places people,
,IKEA,
,christina bucci - postcard,
,Glecoffs,
,shoppers drug mart,
,rexall pharmacy,
,tim hortons,
,highland pharmacy,
,roasty campfire,
,flat design,
,Dollarama,
,Thrift,$28.25
,hook line sinker,
,AMAZON,
,BEST BUY,
,smartglass,
,tim hortons,
,fire safety check report,
,fire starter quick wick,
,CANADIAN TIRE,
,WALMART,
,STAPLES,
,abbey gardens - pizza,
,DYSON alarm,
,Barry Martin,
,SHAMROCK  SERVICES,
,LCBO,
,Hansa shares sold,
,BEER STORE,240.9
,LIQOUR LICENCE REG,
MARKETING,Haliburton curling club,
,photography,
,chambers of commerce,
,Highlander,
,snow mobile association,
,firefighter ad,
,adenture haliburton,
,Studio Tour,
,snow county Advert,
,ARTS council highland,
,cottage country ad,
,highland summer festival,
,county sign,
,ATV ASSOCIATION,
,Halibton echo,
TOTAL,,"$25,082.49"
