Table 1
Mortgage ,John/Holly,"$6,257.88"
utilties,NFTC (internet/tv,$682.46
,HYDRO acc 7908 (motel),"$1,226.47"
,HYDRO acc 7504 (house),$760.85
,KELLYS PROPANE,$591.02
,RELIANCE,$96.80
,BELL,$291.84
,BELL TOLL FREE,$23.09
,Clover,$33.90
,Lakevie cell phone,$60.00
,,
housekeeping,independent,
,national sanitisation,
,True North Hospitality,
,imperial coffee,
,sysco laudry detergent,
,sun linen bedding,
,shoppers drug mart,
,costco,
,,
Lakeview maintainence,BIG HANDS CONTRACT,
,Applicance - dryer/waher,
,country rose flower Hali,
,CANAN flowers,
,Flowers(oakville),
,hot tub sign,
,Wilson pool,
,Walkers Heating,
,Happy Trails  snow groom,
,Jim Winn phone line,
,tree cutting,
,Lawn mower purchase,
,Pest Control,$146.90
,weed control,
,SHAWN PLUMBER,
,webster grass cutting,$487.31
,canadian tire,
,Lowes,
,HOME HARDWARE,$211.96
,SHARP ELECTRIC,
,Timber Mart,
,HOME DEPOT,
,PUMP SHOP,$240.65
,,
TRUCK EXPENSE,TRUCK registeration,
,insurance,$138.00
,GAS HANSA,$95.76
,GAS HARSHA,
,GAS - JAG,
,,
,truck repair,
,407 ETR,$48.88
BOOKING ADMIN and  PMS,BOOKING.COM,$911.49
,EXPEDIA,"$2,242.98"
,cloudbeds,$374.40
GOOGLE,workspace,$17.63
PROPERTY LAKEVIEW,Property tax,"$2,481.48"
taxes,commercial,"$3,620.31"
WSIB,,
,insurance,"1,714.86"
,,
Other,costco,
,divine accountant corp,
,HR BLOCK,
,alqounquin outfitters,
,michaels,
,Printer INK,
,LCBO,
,Beer Store,
,boshkung brewery,
,AMAZON,
,VALUE VILLAGE,
,Drone photo,
,WOW deal store,
,DOLLAR STORE,
,DYSON alarm,
,john previous owner,
,SHAMROCK  SERVICES,
,hot tub kent hansen,
,LIQOUR LICENCE REG,
MARKETING,Haliburton curling club,
,country sign,
,chambers of commerce,$214.70
,Fire fighters AD,
,snow mobile association,
,snow county Advert,$395.50
,ARTS council highland,
,Huskies AD,
,Halibton echo,
TOTAL,,"$17,109.24"
