Table 1
Mortgage payments,John and holly,"6,257.88"
utilties,NFTC (internet/tv,$690.60
,HYDRO  DOME,
,HYDRO acc 7908 (motel),"$1,043.28"
,HYDRO acc 7504 (house),$689.31
,KELLYS PROPANE,$929.53
,RELIANCE,178.07
,BELL,$274.52
,BELL TOLL FREE,$36.23
,Lakeviewcell phone,$60.00
,,
housekeeping,independent clean prod,$16.94
,food land,$26.63
,national sanitisation,
,True North Hospitality,
,imperial coffee,
,sysco laudry detergent,
,,
Lakeview maintainence,BIG HANDS CONTRACT,$452.00
,Applicance - dryer/waher,
,snow blower repair,
,wilson pool,
,Happy Trils  snow groom,
,R W Renovations,
,hardwood giant,
,floor it wood flooring,
,Hot Tub repair,$293.80
,Jim Winn phoe line,
,pest control,$146.90
,weed control,$576.30
,SHAWN PLUMBER,
,KELLY HATTON SNOW,
,webster grass cutting,
,HOME HARDWARE,$742.28
,tailors choice oakville,
,SHARP ELECTRIC,
,menu in room wood,
,emerson lumber,$93.52
,walkers heating,
,haliburton lanfill,$44.00
,TimberMart,
,HOME DEPOT,
,CANAN GARDENS,
,FRESHCO,
,country rose flowers,
,PUMP SHOP,"$1,802.36"
,,
TRUCK EXPENSE,TRUCK registeration,
,insurance,$138.00
,,
,GAS,$590.09
,majestic auto wash,
,Pearson parking,
,truck repair,
,407 ETR hansa/jag/harsha,$109.10
BOOKING ADMIN and  PMS,BOOKING.COM,$669.46
,EXPEDIA,"$1,284.68"
,cloudbeds,$374.40
,google workspace,$17.63
,CLOVER,$33.90
PROPERTY LAKEVIEW,Property tax,"2,549.37"
,Commercial taxes emptx,"$4,290.05"
,Commercial taxes GST,
,COMMERCIAL taxins,
,insurance - aligned,"2,010.03"
,Insurance MO ( Liabilty),"3,186.00"
,WSIB,290.29
Other,cheques - costco,$175.66
,divine accountant corp,
,multivisions,
,ETSY,
,hostpapa,
,michaels,
,rack cards,
,apple,
,ACM Designs,
,IKEA,
,christina bucci - postcard,
,Glecoffs,
,shoppers drug mart,$11.85
,rexall pharmacy,$52.42
,tim hortons,$12.03
,highland pharmacy,
,roasty campfire,
,flat design,
,Dollarama,
,Thrift,
,hook line sinker,
,AMAZON,"$1,845.02"
,BEST BUY,
,embrioder -wendy,
,tim hortons,
,fire safety check report,
,fire starter quick wick,
,CANADIAN TIRE,
,WALMART,
,abbey gardens - pizza,
,DYSON alarm,
,Barry Martin,
,SHAMROCK  SERVICES,
,LCBO,$280.76
,BEER STORE,
,LIQOUR LICENCE REG,
MARKETING,Haliburton curling club,
,chambers of commerce,
,Highlander,
,snow mobile association,
,firefighter ad,
,adenture haliburton,
,Studio Tour,
,snow county Advert,
,ARTS council highland,
,cottage country ad,
,highland summer festival,
,county sign,
,ATV ASSOCIATION,
,Halibton echo,
TOTAL,,"$26,017.01"
,,
