Table 1
Mortgage payments,John and holly,"6,257.88"
utilties,NFTC (internet/tv,$682.46
,HYDRO  DOME,
,HYDRO acc 7908 (motel),"$2,207.11"
,HYDRO acc 7504 (house),"$1,059.30"
,KELLYS PROPANE,411.79
,RELIANCE,100.66
,BELL,$269.55
,BELL TOLL FREE,$20.66
,Lakeviewcell phone,$60.00
,,
housekeeping,independent clean prod,
,food land,
,national sanitisation,
,True North Hospitality,
,imperial coffee,
,sysco laudry detergent,
,,
Lakeview maintainence,BIG HANDS CONTRACT,
,Applicance - dryer/waher,
,snow blower repair,
,wilson pool,
,Happy Trils  snow groom,
,R W Renovations,
,hardwood giant,
,floor it wood flooring,
,Hot Tub repair,
,Jim Winn phoe line,
,pest control,
,weed control,
,SHAWN PLUMBER,
,KELLY HATTON SNOW,$271.20
,webster grass cutting,
,HOME HARDWARE,$968.80
,tailors choice oakville,
,SHARP ELECTRIC,
,menu in room wood,
,emerson lumber,
,walkers heating,
,haliburton lanfill,
,TimberMart,
,HOME DEPOT,
,CANAN GARDENS,
,FRESHCO,
,country rose flowers,
,PUMP SHOP,$220.72
,,
TRUCK EXPENSE,TRUCK registeration,
,insurance,$138.00
,,
,GAS,$399.01
,majestic auto wash,
,Pearson parking,
,truck repair,
,407 ETR hansa/jag/harsha,$111.13
BOOKING ADMIN and  PMS,BOOKING.COM,$250.92
,EXPEDIA,$631.56
,cloudbeds,$374.40
,google workspace,$17.63
,CLOVER,$33.90
PROPERTY LAKEVIEW,Property tax,"2,405.02"
,Commercial taxes emptx,"3,314.17"
,Commercial taxes GST,
,COMMERCIAL taxins,
,insurance - aligned,"$1,714.86"
,Insurance MO ( Liabilty),
,WSIB,
Other,cheques - costco,
,divine accountant corp,"$2,500.00"
,multivisions,
,ETSY,
,hostpapa,
,michaels,
,rack cards,
,apple,$100.57
,ACM Designs,
,IKEA,
,christina bucci - postcard,
,Glecoffs,
,shoppers drug mart,
,rexall pharmacy,
,tim hortons,
,highland pharmacy,
,roasty campfire,$495.50
,flat design,
,Dollarama,$40.12
,Thrift,
,hook line sinker,
,AMAZON,$33.89
,BEST BUY,
,embrioder -wendy,
,tim hortons,
,fire safety check report,
,fire starter quick wick,
,CANADIAN TIRE,
,WALMART,
,abbey gardens - pizza,
,DYSON alarm,
,Barry Martin,
,SHAMROCK  SERVICES,
,LCBO,$149.82
,BEER STORE,
,LIQOUR LICENCE REG,
MARKETING,Haliburton curling club,
,chambers of commerce,
,Highlander,$563.87
,snow mobile association,
,firefighter ad,
,adenture haliburton,
,Studio Tour,
,snow county Advert,
,ARTS council highland,
,cottage country ad,
,highland summer festival,
,county sign,
,ATV ASSOCIATION,
,Halibton echo,
TOTAL,,"$19,546.62"
,,
