Table 1
Mortgage payments,John and holly,"6,257.88"
utilties,NFTC (internet/tv,$697.42
,HYDRO  DOME,$447.72
,HYDRO acc 7908 (motel),"$2,416.92"
,HYDRO acc 7504 (house),"$1,106.15"
,KELLYS PROPANE MONITOR,
,KELLYS PROPANE,719.03
,KELLYS PROPANE- DOME,
,RELIANCE,139.08
,BELL,$282.68
,BELL TOLL FREE,$15.54
,Lakeviewcell phone,$69.50
,,
housekeeping,independent clean prod\grocery,
,food land,
,national sanitisation,
,True North Hospitality,
,imperial coffee,$252.26
,sysco laudry detergent,
,,
Maintainence,BIG HANDS CONTRACT,
,Applicance - dryer/waher,
,snow blower repair,
,wilson pool,
,Happy Trils  snow groom,
,R W Renovations,
,elstone property maint,
,hardwood giant,
,maple concrete sealant,
,floor it wood flooring,
,Hot Tub repair,
,Jim Winn phoe line,
,pest control,$146.90
,concrete pool level,
,weed control,
,AA property maintainence,
,SHAWN PLUMBER,
,KELLY HATTON SNOW,"$1,301.76"
,webster grass cutting,
,canadian appliance,
,HOME HARDWARE,$183.70
,tailors choice oakville,
,SHARP ELECTRIC,
,DR Handy man ( dave ),
,menu in room wood,
,emerson lumber,
,walkers heating,
,haliburton lanfill,
,TimberMart,$95.99
,HOME DEPOT,$78.69
,CANAN GARDENS,
,FRESHCO,
,county signs,
,country rose flowers,
,PUMP SHOP,$816.43
,,
TRUCK EXPENSE,TRUCK registeration,
,insurance,
,,
,GAS,$245.91
,majestic auto wash,
,Pearson parking,
,truck repair,
,407 ETR hansa/jag/harsha,$110.00
BOOKING ADMIN and  PMS,BOOKING.COM,$264.27
,EXPEDIA,$409.24
,cloudbeds,$374.40
,google workspace,$35.26
,CLOVER,$16.95
PROPERTY LAKEVIEW,Property tax,"2,549.37"
,Commercial taxes emptx,"$3,412.60"
,Commercial taxes GST,
,COMMERCIAL taxins,
,insurance - aligned,"1,512.72"
,Insurance MO ( Liabilty),
,WSIB,465.00
Other,cheques costco,
,costco,
,divine accountant corp,
,multivisions,$180.80
,ETSY,
,hostpapa,
,michaels,
,rack cards,
,apple,
,ACM Designs,
,DOntation ( places people,
,IKEA,
,christina bucci - postcard,
,Glecoffs,
,shoppers drug mart,
,rexall pharmacy,
,tim hortons,
,highland pharmacy,
,roasty campfire,
,flat design,
,Dollarama,
,Thrift,
,hook line sinker,
,AMAZON,$81.36
,BEST BUY,
,smartglass,$552.63
,tim hortons,
,fire safety check report,
,fire starter quick wick,
,CANADIAN TIRE,
,WALMART,
,STAPLES,53.77
,abbey gardens - pizza,
,DYSON alarm,
,Barry Martin,
,SHAMROCK  SERVICES,
,LCBO,
,Hansa shares sold,
,BEER STORE,$505.90
,LIQOUR LICENCE REG,
MARKETING,Haliburton curling club,
,photography,
,chambers of commerce,$45.20
,Highlander,
,snow mobile association,
,firefighter ad,
,adenture haliburton,$200.00
,Studio Tour,
,snow county Advert,$150.00
,ARTS council highland,282.5
,cottage country ad,
,highland summer festival,
,county sign,
,ATV ASSOCIATION,
,Halibton echo,
TOTAL,,"$26,475.53"
