Table 1
Mortgage ,John/Holly,"$6,257.88"
utilties,NFTC (internet/tv,$682.46
,HYDRO acc 7908 (motel),"$1,053.89"
,HYDRO acc 7504 (house),$743.34
,KELLYS PROPANE,
,RELIANCE,$96.80
,BELL,$335.48
,BELL TOLL FREE,$20.01
,Clover,$33.90
,Lakevie cell phone,$60.00
,,
housekeeping,independent,
,national sanitisation,$631.30
,True North Hospitality,
,imperial coffee,
,sysco laudry detergent,
,sun linen bedding,
,shoppers drug mart,
,costco,
,,
Lakeview maintainence,BIG HANDS CONTRACT,"$1,582.00"
,Applicance - dryer/waher,
,country rose flower Hali,
,CANAN flowers,
,Flowers(oakville),
,hot tub sign,
,Wilson pool,
,Walkers Heating,
,Happy Trails  snow groom,
,Jim Winn phone line,$510.00
,tree cutting,
,Lawn mower purchase,
,Pest Control,$197.75
,weed control,$166.11
,SHAWN PLUMBER,
,webster grass cutting,$649.75
,canadian tire,
,Lowes,
,HOME HARDWARE,"$2,782.38"
,SHARP ELECTRIC,
,Timber Mart,$418.98
,HOME DEPOT,$302.09
,PUMP SHOP,$502.28
,,
TRUCK EXPENSE,TRUCK registeration,
,insurance,$138.00
,GAS HANSA,$148.30
,GAS HARSHA,$60.00
,GAS - JAG,$100.00
,,
,truck repair,
,407 ETR,$49.04
BOOKING ADMIN and  PMS,BOOKING.COM,$549.63
,EXPEDIA,$649.71
,cloudbeds,$374.40
GOOGLE,workspace,
PROPERTY LAKEVIEW,Property tax,"$2,481.48"
taxes,commercial,"$3,239.05"
WSIB,,
,insurance,"2,184.09"
,,
Other,costco,$219.94
,divine accountant corp,"$2,712.00"
,HR BLOCK,
,alqounquin outfitters,
,michaels,$22.00
,Printer INK,
,LCBO,$418.95
,Beer Store,$304.60
,boshkung brewery,
,AMAZON,"$2,005.11"
,VALUE VILLAGE,
,Drone photo,
,WOW deal store,
,DOLLAR STORE,$221.46
,DYSON alarm,
,john previous owner,
,SHAMROCK  SERVICES,
,hot tub kent hansen,
,LIQOUR LICENCE REG,
MARKETING,Haliburton curling club,
,country sign,
,chambers of commerce,
,Fire fighters AD,
,snow mobile association,
,snow county Advert,
,ARTS council highland,
,Huskies AD,
,Halibton echo,$339.00
TOTAL,,"$26,985.28"
